Taxonomy,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pyricularia,0.002351541,0.009169672,0.004185052,0.003992758,0.005576934,0.002625475,0.0010929,0.002736157,0,0.004097105,0.003432124,0.001315719,0.005363428,0.002193265,0.003390744,0.006207668,0.004044885,0.00542447,0.004417588,0.001099968,0.004273954,0.004585538,0.001435903,0.004332665,0.000227989,0.000514562,0.004098526,0.003551811,0.003369658,0.003093451,0.002340641,0.003310055,0.003130477,0.002214057,0.00489229,0.00440372,0.003642617,0.004162589,0.002601701,0.006441331,0.002451141,0.004247237,0.007024206,0.004793908,0.002545542,0.004717428,0.002699276,0.00275849,0.004415386,0.003531128,0.001827686,0.00515349,0.004405018,0.002922575,0.004000152,0.003205613,0.001761796,0.004567193,0.003332637,0.001476891,0.003561925,0.000578333,0.003531619,0.002348919,0.002402628,0.00193629,0.00245861,0.005910082,0.007027027,0.009573614,0.007013568,0.00876703,0.007057046,0.005611654,0.003115899,0.002433015,0.002388144,0.001947244,0.007464115,0.001512668,0.006008344,0.001714567,0.005003432,0.006553295
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pyricularia|s__Pyricularia_grisea,0.000373656,0.001383806,0.000503011,0.000741361,0.002030289,0,0,0.000509052,0,0.00041818,0.000858031,0.000660342,0.00142081,0.000129754,0.000439364,0.001634577,0.000417903,0.000818961,0.001646735,0,0.001045924,0,0.00056551,0.000379429,0.000143156,0,0.000584101,0.000944226,0.000593313,0.000517181,0.001030471,0.000577946,0.000788451,0.000916981,0.00130549,0.001482684,0.000671653,0.001062789,0,0.002926594,0.00052229,0.000537231,0.003056411,0.000636034,0,0.001154581,0.00104122,0.000515088,0.000922518,0.000450399,0.000175659,0.000740789,0.000785442,0.000307845,0.000684648,0.000309702,0.00028868,0.000440694,0.000662492,0.000158674,0.00060586,0,0.00095739,0.000949652,0.00039089,0.000675685,0.000637241,0.00153062,0.002040759,0.001968056,0.002337856,0.002884467,0.002076946,0.003034629,0.000718734,0.000946173,0.000464773,0.000263503,0.00124206,0.000659125,0.000933219,0.000149744,0.00038182,0.00164964
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pyricularia|s__Pyricularia_oryzae,0.001120968,0.006830257,0.002892314,0.001180882,0.002009935,0.000751587,0.0010929,0.001177184,0,0.001815642,0.001333012,0.000412093,0.003009391,0.002063511,0.002072652,0.001913992,0.001666451,0.00197839,0.001991859,0.000769083,0.001693654,0.002923955,0.000870393,0.002522688,8.48E-05,0.000242366,0.001408715,0.001441187,0.001820702,0.001320258,0.000790028,0.001507914,0.001296979,0.000589148,0.002487903,0.001901383,0.001612949,0.002140339,0.001447679,0.002258465,0.000946327,0.001471545,0.001943615,0.00195541,0.000783244,0.002388446,0.001046155,0.001085517,0.002252816,0.001968244,0.000932663,0.002550717,0.00246105,0.001375559,0.001574343,0.001994961,0.000399057,0.002473896,0.001183742,0.000899154,0.001235022,0.000305743,0.002010123,0.000563068,0.001273764,0.000559709,0.001621637,0.003094955,0.002758879,0.004138926,0.00318472,0.003172913,0.001913665,0.001276471,0.00128375,0.000996235,0.001112489,0.000397488,0.003878989,0.000545319,0.00225164,0.000789899,0.00218751,0.003334485
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pyricularia|s__Pyricularia_pennisetigena,0.000856918,0.000955609,0.000789727,0.002070515,0.00153671,0.001873888,0,0.001049921,0,0.001863283,0.00124108,0.000243284,0.000933226,0,0.000878728,0.002659098,0.001960531,0.002627118,0.000778994,0.000330885,0.001534376,0.001661583,0,0.001430549,0,0.000272196,0.00210571,0.001166397,0.000955642,0.001256012,0.000520142,0.001224195,0.001045048,0.000707928,0.001098897,0.001019653,0.001358015,0.000959462,0.001154022,0.001256271,0.000982525,0.002238461,0.00202418,0.002202464,0.001762299,0.001174402,0.000611902,0.001157884,0.001240052,0.001112485,0.000719364,0.001861984,0.001158526,0.001239172,0.001741161,0.00090095,0.001074059,0.001652603,0.001486403,0.000419063,0.001721042,0.00027259,0.000564106,0.000836198,0.000737974,0.000700897,0.000199732,0.001284507,0.002227389,0.003466632,0.001490993,0.00270965,0.003066435,0.001300555,0.001113415,0.000490608,0.000810881,0.001286253,0.002343066,0.000308224,0.002823485,0.000774924,0.002434102,0.00156917
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales,0.005350753,0.022114784,0.007791642,0.005772024,0.005526049,0.006358017,0.025515013,0.005498827,0.025637374,0.005674544,0.009642633,0.019373337,0.004225731,0.006282617,0.006466292,0.006948117,0.008198115,0.007057792,0.015747517,0.002660492,0.012715675,0.005513435,0.002694777,0.004030148,0.000599134,0.00341923,0.003774571,0.016151239,0.010380721,0.003925438,0.00155552,0.003772412,0.003587685,0.006281079,0.009512054,0.003930838,0.006662606,0.006676872,0.013652493,0.010139567,0.00563659,0.006415625,0.003277963,0.005019937,0.005368863,0.005658932,0.002526562,0.008692648,0.004816481,0.005143556,0.002567961,0.006214621,0.009906383,0.002419892,0.0035136,0.005421789,0.009568887,0.005027919,0.004206991,0.00361289,0.003894815,0.000652006,0.007039402,0.004874323,0.0031743,0.005884506,0.00352385,0.008377955,0.010130766,0.017866489,0.009395051,0.009121033,0.011184814,0.015399536,0.003439952,0.003279064,0.002882583,0.003095045,0.009195946,0.003717655,0.005837585,0.003837185,0.008161402,0.007775436
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae,0.005350753,0.022114784,0.007791642,0.005772024,0.005526049,0.006358017,0.025515013,0.005498827,0.025637374,0.005674544,0.009642633,0.019373337,0.004225731,0.006282617,0.006466292,0.006948117,0.008198115,0.007057792,0.015747517,0.002660492,0.012715675,0.005513435,0.002694777,0.004030148,0.000599134,0.00341923,0.003774571,0.016151239,0.010380721,0.003925438,0.00155552,0.003772412,0.003587685,0.006281079,0.009512054,0.003930838,0.006662606,0.006676872,0.013652493,0.010139567,0.00563659,0.006415625,0.003277963,0.005019937,0.005368863,0.005658932,0.002526562,0.008692648,0.004816481,0.005143556,0.002567961,0.006214621,0.009906383,0.002419892,0.0035136,0.005421789,0.009568887,0.005027919,0.004206991,0.00361289,0.003894815,0.000652006,0.007039402,0.004874323,0.0031743,0.005884506,0.00352385,0.008377955,0.010130766,0.017866489,0.009395051,0.009121033,0.011184814,0.015399536,0.003439952,0.003279064,0.002882583,0.003095045,0.009195946,0.003717655,0.005837585,0.003837185,0.008161402,0.007775436
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Sporothrix,0.005350753,0.022114784,0.007791642,0.005772024,0.005526049,0.006358017,0.025515013,0.005498827,0.025637374,0.005674544,0.009642633,0.019373337,0.004225731,0.006282617,0.006466292,0.006948117,0.008198115,0.007057792,0.015747517,0.002660492,0.012715675,0.005513435,0.002694777,0.004030148,0.000599134,0.00341923,0.003774571,0.016151239,0.010380721,0.003925438,0.00155552,0.003772412,0.003587685,0.006281079,0.009512054,0.003930838,0.006662606,0.006676872,0.013652493,0.010139567,0.00563659,0.006415625,0.003277963,0.005019937,0.005368863,0.005658932,0.002526562,0.008692648,0.004816481,0.005143556,0.002567961,0.006214621,0.009906383,0.002419892,0.0035136,0.005421789,0.009568887,0.005027919,0.004206991,0.00361289,0.003894815,0.000652006,0.007039402,0.004874323,0.0031743,0.005884506,0.00352385,0.008377955,0.010130766,0.017866489,0.009395051,0.009121033,0.011184814,0.015399536,0.003439952,0.003279064,0.002882583,0.003095045,0.009195946,0.003717655,0.005837585,0.003837185,0.008161402,0.007775436
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Sporothrix|s__Sporothrix_brasiliensis,0.002650466,0.018297569,0.003832944,0.003505578,0.003368549,0.002950486,0.008291328,0.003452012,0.009168072,0.002419092,0.005628274,0.012298246,0.002710549,0.004880434,0.003748921,0.005592955,0.005241841,0.003202231,0.012557585,0.001108911,0.005288022,0.003657641,0.001514583,0.001743321,0.000243895,0.002669759,0.001001317,0.006995459,0.003854273,0.002107273,0.000858726,0.001749601,0.001334302,0.004052769,0.00623734,0.001876753,0.003245508,0.003946095,0.010128604,0.007071819,0.002761412,0.003717792,0.000609268,0.002118361,0.004171229,0.00369664,0.001564297,0.003635417,0.003021582,0.002441162,0.00096194,0.002386542,0.0049581,0.000603999,0.001716833,0.000933127,0.007399543,0.001837895,0.002952629,0.000325486,0.000912119,0.000582016,0.001656564,0.003647338,0.001243436,0.003877622,0.002563232,0.004976202,0.005919418,0.015102197,0.003043576,0.007211167,0.004666598,0.009995007,0.00173244,0.00195242,0.001236099,0.002594836,0.004936895,0.001825634,0.002589187,0.001340207,0.003018764,0.004657215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Sporothrix|s__Sporothrix_globosa,0.002226989,0.003389019,0.003666951,0.001652176,0.001185607,0.002386796,0.017223685,0.001468828,0.016469302,0.002149128,0.003830495,0.006881457,0.000880797,0.001268243,0.001537774,0.000461035,0.002729266,0.003271245,0.003189932,0.000809326,0.006652502,0.001855794,0.000875311,0.001743321,0,0.00055185,0.001737579,0.009155779,0.005996542,0.001355593,0.00053977,0.001297752,0.001455602,0.00222831,0.002698891,0.002054084,0.003029794,0.002730777,0.003523889,0.003067748,0.002601105,0.002370822,0.001752275,0.002601957,0.001197634,0.001476674,0.000730334,0.004533629,0.001059559,0.002022291,0.000585529,0.002378534,0.004709377,0.00051827,0.001136446,0.001375558,0.002169344,0.001722713,0.000830637,0.000817782,0.001874172,0,0.004854486,0.000563068,0.001115386,0.001724508,0.000817952,0.002164445,0.002738593,0.002595279,0.004460147,0.001643272,0.006054495,0.004364085,0.001146651,0.00093616,0.001107545,0.000500209,0.003334363,0.001436798,0.002648754,0.001130566,0.00367104,0.002293402
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Sporothrix|s__Sporothrix_schenckii,0.000473298,0.000428197,0.000291746,0.00061427,0.000971893,0.001020736,0,0.000577987,0,0.001106324,0.000183864,0.000193634,0.000634384,0.00013394,0.001179597,0.000894128,0.000227009,0.000584315,0,0.000742255,0.000775152,0,0.000304884,0.000543506,0.000355239,0.000197622,0.001035675,0,0.000529906,0.000462572,0.000157024,0.00072506,0.000797782,0,0.000575822,0,0.000387304,0,0,0,0.000274073,0.00032701,0.00091642,0.000299619,0,0.000485618,0.000231931,0.000523602,0.000735341,0.000680102,0.001020493,0.001449544,0.000238905,0.001297623,0.00066032,0.003113105,0,0.001467311,0.000423726,0.002469622,0.001108524,7.00E-05,0.000528352,0.000663916,0.000815478,0.000282376,0.000142666,0.001237308,0.001472755,0.000169012,0.001891328,0.000266595,0.000463721,0.001040444,0.000560862,0.000390484,0.000538939,0,0.000924688,0.000455223,0.000599643,0.001366412,0.001471598,0.00082482
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales,0.007727205,0.021232282,0.007590437,0.007106474,0.007006786,0.008678795,0.034394827,0.005228393,0.030352815,0.006108604,0.009566023,0.032505698,0.009521001,0.008346128,0.004852107,0.010138104,0.009978071,0.008631302,0.018626838,0.00274992,0.020870697,0.005885673,0.002271874,0.005368403,0.001007394,0.003009072,0.00547779,0.016341253,0.011784745,0.004892342,0.002958923,0.005280326,0.004469444,0.005777452,0.00839997,0.004098317,0.00815299,0.008458027,0.009561897,0.012586237,0.006960413,0.006629738,0.006858042,0.005845204,0.004499098,0.007452744,0.003089117,0.01025494,0.007286557,0.005143556,0.002751984,0.006362778,0.012089256,0.003604509,0.006154882,0.006700817,0.008176432,0.006034504,0.007452193,0.005504774,0.004480701,0.000316794,0.011290057,0.004840707,0.006456432,0.007170324,0.004936243,0.006965334,0.015157606,0.0252805,0.011504511,0.010340376,0.017529951,0.018506417,0.005533836,0.003489324,0.002897417,0.00471626,0.009579927,0.003485301,0.008049513,0.003358005,0.008197197,0.010415866
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae,0.007373477,0.021012962,0.007404323,0.006815225,0.007006786,0.008445194,0.034394827,0.004305735,0.030352815,0.005282831,0.009377052,0.032505698,0.009206431,0.008182889,0.004369761,0.009756237,0.009415708,0.008056188,0.018626838,0.00274992,0.020870697,0.005885673,0.002271874,0.004763368,0.000705176,0.003009072,0.004815155,0.01605477,0.011494882,0.004892342,0.002595805,0.005028131,0.004016901,0.005777452,0.00821096,0.003408696,0.007633317,0.007975836,0.009561897,0.012087493,0.006675998,0.00650127,0.005971834,0.005692766,0.004499098,0.007066232,0.002788101,0.010122975,0.006862065,0.00457155,0.002538685,0.005702075,0.011545992,0.003487606,0.005710034,0.006314695,0.007917469,0.005438566,0.007220152,0.005179289,0.004054602,0.000195233,0.010360474,0.004697838,0.006065541,0.006862736,0.004422646,0.006375337,0.014739717,0.0252805,0.010726936,0.01006504,0.01670701,0.017923576,0.005097611,0.003379188,0.002491976,0.003907886,0.009223373,0.003376238,0.007354563,0.002897543,0.007700036,0.009767074
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermothelomyces,0.00201276,0.001493466,0.002932555,0.001911652,0.003114127,0.004016926,0.000845947,0.002131657,0,0.002831978,0.003232938,0.001817181,0.004016017,0.003072246,0.002750801,0.004777995,0.00255385,0.002328059,0.002317261,0.001605238,0.002410404,0.002427638,0,0.001630518,0.000222687,0.00078303,0.001997725,0.000976383,0.001920343,0.00197878,0.000883261,0.002232974,0.001940803,0.000622406,0.001819774,0.001625534,0.001789442,0.001781155,0.002122576,0.002178478,0.002177068,0.002682261,0.001399806,0.001981692,0.000842442,0.00299299,0.001248477,0.003150127,0.003543005,0.002418643,0.001137598,0.003239451,0.002857044,0.001457391,0.002321548,0.001898431,0.001328776,0.002278589,0.001314895,0.001293805,0.001890816,7.37E-05,0.001823412,0.001462297,0.001951082,0.001038739,0.001084261,0.003883865,0.002937395,0.004867557,0.002979419,0.001695717,0.001805898,0.001324639,0.002754455,0.000610757,0.001216322,0.002206281,0.003914252,0.000578513,0.003597858,0.00157231,0.004597749,0.003123251
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermothelomyces|s__Thermothelomyces_thermophilus,0.00201276,0.001493466,0.002932555,0.001911652,0.003114127,0.004016926,0.000845947,0.002131657,0,0.002831978,0.003232938,0.001817181,0.004016017,0.003072246,0.002750801,0.004777995,0.00255385,0.002328059,0.002317261,0.001605238,0.002410404,0.002427638,0,0.001630518,0.000222687,0.00078303,0.001997725,0.000976383,0.001920343,0.00197878,0.000883261,0.002232974,0.001940803,0.000622406,0.001819774,0.001625534,0.001789442,0.001781155,0.002122576,0.002178478,0.002177068,0.002682261,0.001399806,0.001981692,0.000842442,0.00299299,0.001248477,0.003150127,0.003543005,0.002418643,0.001137598,0.003239451,0.002857044,0.001457391,0.002321548,0.001898431,0.001328776,0.002278589,0.001314895,0.001293805,0.001890816,7.37E-05,0.001823412,0.001462297,0.001951082,0.001038739,0.001084261,0.003883865,0.002937395,0.004867557,0.002979419,0.001695717,0.001805898,0.001324639,0.002754455,0.000610757,0.001216322,0.002206281,0.003914252,0.000578513,0.003597858,0.00157231,0.004597749,0.003123251
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermothielavioides,0.005360717,0.019519496,0.004471768,0.004903573,0.003892659,0.004428268,0.03354888,0.002174078,0.030352815,0.002450852,0.006144114,0.030688517,0.005190414,0.005110643,0.001618961,0.004978242,0.006861859,0.005728129,0.016309577,0.001144682,0.018460294,0.003458035,0.002271874,0.00313285,0.000482489,0.002226042,0.00281743,0.015078387,0.009574539,0.002913562,0.001712544,0.002795158,0.002076099,0.005155046,0.006391186,0.001783162,0.005843875,0.006194681,0.00743932,0.009909015,0.00449893,0.00381901,0.004572028,0.003711073,0.003656656,0.004073242,0.001539624,0.006972849,0.00331906,0.002152907,0.001401086,0.002462623,0.008688948,0.002030215,0.003388487,0.004416265,0.006588693,0.003159977,0.005905257,0.003885484,0.002163786,0.00012156,0.008537063,0.003235542,0.004114459,0.005823997,0.003338384,0.002491472,0.011802322,0.020412942,0.007747517,0.008369324,0.014901111,0.016598937,0.002343156,0.002768431,0.001275654,0.001701605,0.005309121,0.002797725,0.003756704,0.001325233,0.003102287,0.006643824
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermothielavioides|s__Thermothielavioides_terrestris,0.005360717,0.019519496,0.004471768,0.004903573,0.003892659,0.004428268,0.03354888,0.002174078,0.030352815,0.002450852,0.006144114,0.030688517,0.005190414,0.005110643,0.001618961,0.004978242,0.006861859,0.005728129,0.016309577,0.001144682,0.018460294,0.003458035,0.002271874,0.00313285,0.000482489,0.002226042,0.00281743,0.015078387,0.009574539,0.002913562,0.001712544,0.002795158,0.002076099,0.005155046,0.006391186,0.001783162,0.005843875,0.006194681,0.00743932,0.009909015,0.00449893,0.00381901,0.004572028,0.003711073,0.003656656,0.004073242,0.001539624,0.006972849,0.00331906,0.002152907,0.001401086,0.002462623,0.008688948,0.002030215,0.003388487,0.004416265,0.006588693,0.003159977,0.005905257,0.003885484,0.002163786,0.00012156,0.008537063,0.003235542,0.004114459,0.005823997,0.003338384,0.002491472,0.011802322,0.020412942,0.007747517,0.008369324,0.014901111,0.016598937,0.002343156,0.002768431,0.001275654,0.001701605,0.005309121,0.002797725,0.003756704,0.001325233,0.003102287,0.006643824
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae,0.000353728,0.00021932,0.000186114,0.000291249,0,0.000233601,0,0.000922658,0,0.000825773,0.000188971,0,0.000314571,0.000163239,0.000482345,0.000381867,0.000562363,0.000575113,0,0,0,0,0,0.000605035,0.000302218,0,0.000662636,0.000286484,0.000289863,0,0.000363118,0.000252195,0.000452543,0,0.00018901,0.000689621,0.000519673,0.000482191,0,0.000498744,0.000284415,0.000128468,0.000886208,0.000152438,0,0.000386512,0.000301016,0.000131965,0.000424492,0.000572007,0.0002133,0.000660704,0.000543264,0.000116903,0.000444847,0.000386121,0.000258963,0.000595939,0.00023204,0.000325486,0.000426099,0.00012156,0.000929582,0.000142868,0.00039089,0.000307588,0.000513598,0.000589997,0.000417889,0,0.000777575,0.000275335,0.000822941,0.000582841,0.000436226,0.000110136,0.000405441,0.000808374,0.000356554,0.000109064,0.000694951,0.000460462,0.000497161,0.000648791
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae|g__Neurospora,0.000353728,0.00021932,0.000186114,0.000291249,0,0.000233601,0,0.000922658,0,0.000825773,0.000188971,0,0.000314571,0.000163239,0.000482345,0.000381867,0.000562363,0.000575113,0,0,0,0,0,0.000605035,0.000302218,0,0.000662636,0.000286484,0.000289863,0,0.000363118,0.000252195,0.000452543,0,0.00018901,0.000689621,0.000519673,0.000482191,0,0.000498744,0.000284415,0.000128468,0.000886208,0.000152438,0,0.000386512,0.000301016,0.000131965,0.000424492,0.000572007,0.0002133,0.000660704,0.000543264,0.000116903,0.000444847,0.000386121,0.000258963,0.000595939,0.00023204,0.000325486,0.000426099,0.00012156,0.000929582,0.000142868,0.00039089,0.000307588,0.000513598,0.000589997,0.000417889,0,0.000777575,0.000275335,0.000822941,0.000582841,0.000436226,0.000110136,0.000405441,0.000808374,0.000356554,0.000109064,0.000694951,0.000460462,0.000497161,0.000648791
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae|g__Neurospora|s__Neurospora_crassa,0.000353728,0.00021932,0.000186114,0.000291249,0,0.000233601,0,0.000922658,0,0.000825773,0.000188971,0,0.000314571,0.000163239,0.000482345,0.000381867,0.000562363,0.000575113,0,0,0,0,0,0.000605035,0.000302218,0,0.000662636,0.000286484,0.000289863,0,0.000363118,0.000252195,0.000452543,0,0.00018901,0.000689621,0.000519673,0.000482191,0,0.000498744,0.000284415,0.000128468,0.000886208,0.000152438,0,0.000386512,0.000301016,0.000131965,0.000424492,0.000572007,0.0002133,0.000660704,0.000543264,0.000116903,0.000444847,0.000386121,0.000258963,0.000595939,0.00023204,0.000325486,0.000426099,0.00012156,0.000929582,0.000142868,0.00039089,0.000307588,0.000513598,0.000589997,0.000417889,0,0.000777575,0.000275335,0.000822941,0.000582841,0.000436226,0.000110136,0.000405441,0.000808374,0.000356554,0.000109064,0.000694951,0.000460462,0.000497161,0.000648791
k__Fungi|p__Basidiomycota,0.002575735,0.002496072,0.002510025,0.003685623,0.003994428,0.001432077,0.001970373,0.00264071,0.006669886,0.003308386,0.003284011,0.004835887,0.004089417,0.002888078,0.003691613,0.007022628,0.001950212,0.005516488,0.001651665,0.001810923,0.004077511,0.005103434,0.001244122,0.005291492,0.002120829,0.001331151,0.004564825,0.001794907,0.003093382,0.003135211,0.002752829,0.002332801,0.002971854,0.002095277,0.002237355,0.000753657,0.003446514,0.002120657,0.002617157,0.002112606,0.000780849,0.007509551,0.002134956,0.004331338,0,0.002779913,0.002028158,0.003660958,0.004672756,0.003981527,0.005027181,0.005858241,0.003118858,0.003799347,0.00454231,0.004054276,0.001986796,0.004562185,0.004422217,0.004333026,0.002320244,0.001635539,0.003186005,0.001676599,0.005337676,0.001245478,0.001331549,0.00554597,0.006077648,0.003245038,0.00402645,0.004274255,0.002703949,0.004816871,0.002978799,0.004805956,0.001982703,0.002317935,0.004744904,0.006060157,0.003867896,0.001800669,0.003428425,0.003475308
k__Fungi|p__Basidiomycota|c__Agaricomycetes,0.000737348,0.000198433,0.000236415,0.000646043,0.000447783,0.000705882,0,0.000509052,0.002193088,0.000677557,0.00028601,0.003728697,0.000807398,0.000318107,0.000386831,0.000540202,0.000500451,0.001601116,0,0.000330885,0.002973185,0.001488951,0,0.000425575,0.000641551,0.000298297,0.000539926,0.000888684,0.000570668,0.000603914,0.000309141,0.000940476,0.000522524,0.000883722,0.000364834,0,0.001348209,0,0.000633682,0,0,0.001709017,0.000488421,0.000977705,0,0.000579768,0.000636575,0.000361839,0.000397752,0.000369327,0.000388958,0.001257339,0.000359994,0.000841702,0.001351919,0.002336839,0.000776888,0.000726144,0.001311532,0.002209233,0,0.000582016,0.000242327,0.000340362,0.001870209,0.000473988,0.000199732,0.000448398,0.000937207,0.000326757,0.000351577,0.000209779,0.000767425,0.000370899,0.000619025,0.000170211,0.000385663,0.000607397,0.000528953,0.001967891,0.000317692,0.000685078,0.000497161,0
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales,0.000642688,0,0.000125753,0.000646043,0.000447783,0.000705882,0,0.000509052,0.002193088,0.000486994,0.00028601,0.0020555,0.000560984,0.000318107,0.000386831,0.000540202,0.000500451,0.001601116,0,0.000330885,0.002973185,0.001488951,0,0.000425575,0.00040826,0.000298297,0.000539926,0.000888684,0.000366858,0.000305169,0.000132489,0.000446595,0.000396558,0.000883722,0.000364834,0,0.001348209,0,0.000633682,0,0,0.001709017,0.000488421,0.000977705,0,0.000579768,0.00032569,0.000361839,0.000397752,0.000369327,0.000388958,0.001073143,0.000222542,0.000841702,0.001351919,0.002336839,0.000624058,0.000550868,0.000628863,0.002209233,0,0.000493609,0.000242327,0.000226908,0.001870209,0.000156315,0.000199732,0.000448398,0.000937207,0,0.000351577,0.000209779,0.000767425,0.000370899,0.000619025,0.000170211,0.000385663,0.000607397,0.000528953,0.001825634,0.000162817,0.000685078,0.000357956,0
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Marasmiaceae,0.000642688,0,0.000125753,0.000646043,0.000447783,0.000705882,0,0.000509052,0.002193088,0.000486994,0.00028601,0.0020555,0.000560984,0.000318107,0.000386831,0.000540202,0.000500451,0.001601116,0,0.000330885,0.002973185,0.001488951,0,0.000425575,0.00040826,0.000298297,0.000539926,0.000888684,0.000366858,0.000305169,0.000132489,0.000446595,0.000396558,0.000883722,0.000364834,0,0.001348209,0,0.000633682,0,0,0.001709017,0.000488421,0.000977705,0,0.000579768,0.00032569,0.000361839,0.000397752,0.000369327,0.000388958,0.001073143,0.000222542,0.000841702,0.001351919,0.002336839,0.000624058,0.000550868,0.000628863,0.002209233,0,0.000493609,0.000242327,0.000226908,0.001870209,0.000156315,0.000199732,0.000448398,0.000937207,0,0.000351577,0.000209779,0.000767425,0.000370899,0.000619025,0.000170211,0.000385663,0.000607397,0.000528953,0.001825634,0.000162817,0.000685078,0.000357956,0
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Marasmiaceae|g__Marasmius,0.000642688,0,0.000125753,0.000646043,0.000447783,0.000705882,0,0.000509052,0.002193088,0.000486994,0.00028601,0.0020555,0.000560984,0.000318107,0.000386831,0.000540202,0.000500451,0.001601116,0,0.000330885,0.002973185,0.001488951,0,0.000425575,0.00040826,0.000298297,0.000539926,0.000888684,0.000366858,0.000305169,0.000132489,0.000446595,0.000396558,0.000883722,0.000364834,0,0.001348209,0,0.000633682,0,0,0.001709017,0.000488421,0.000977705,0,0.000579768,0.00032569,0.000361839,0.000397752,0.000369327,0.000388958,0.001073143,0.000222542,0.000841702,0.001351919,0.002336839,0.000624058,0.000550868,0.000628863,0.002209233,0,0.000493609,0.000242327,0.000226908,0.001870209,0.000156315,0.000199732,0.000448398,0.000937207,0,0.000351577,0.000209779,0.000767425,0.000370899,0.000619025,0.000170211,0.000385663,0.000607397,0.000528953,0.001825634,0.000162817,0.000685078,0.000357956,0
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Marasmiaceae|g__Marasmius|s__Marasmius_oreades,0.000642688,0,0.000125753,0.000646043,0.000447783,0.000705882,0,0.000509052,0.002193088,0.000486994,0.00028601,0.0020555,0.000560984,0.000318107,0.000386831,0.000540202,0.000500451,0.001601116,0,0.000330885,0.002973185,0.001488951,0,0.000425575,0.00040826,0.000298297,0.000539926,0.000888684,0.000366858,0.000305169,0.000132489,0.000446595,0.000396558,0.000883722,0.000364834,0,0.001348209,0,0.000633682,0,0,0.001709017,0.000488421,0.000977705,0,0.000579768,0.00032569,0.000361839,0.000397752,0.000369327,0.000388958,0.001073143,0.000222542,0.000841702,0.001351919,0.002336839,0.000624058,0.000550868,0.000628863,0.002209233,0,0.000493609,0.000242327,0.000226908,0.001870209,0.000156315,0.000199732,0.000448398,0.000937207,0,0.000351577,0.000209779,0.000767425,0.000370899,0.000619025,0.000170211,0.000385663,0.000607397,0.000528953,0.001825634,0.000162817,0.000685078,0.000357956,0
