Compounds	AMI1	AMI2	AMI3	AMI4	AMI5	AMI6	AMI7	AMI8	AMI9	AMI10	AMI11	AMI12	AMI13	AMI14	AMI15	AMI16	AMI17	AMI18	AMI19	AMI20	AMI21	AMI22	AMI23	AMI24	AMI25	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44
Glucosamine	998.59	1085.78	47184.5	923.1	2214.5	1388.79	591.74	938.18	754.59	1182.77	4022.84	969.84	1029.82	510.94	1732.93	807.37	1707.99	1650.7	657.19	584.64	1313.82	1737.54	1747.06	2576.41	1357.38	921.08	1998.54	1556.98	2362.86	2327.35	791.91	2021.74	2778.34	867.0	1759.47	988.77	2012.29	2153.41	745.8	2054.13	629.04	1268.68	2633.02	1750.84	496.91	1755.53	775.53	1022.09	1009.07	2387.15	729.42	1197.36	2564.34	877.08	1421.97	973.28	1842.61	618.39	1738.4	1877.56	1929.55	1735.21	1656.73	1852.86	506.41	1419.13	2087.32	1794.29	507.24
Sorbitol	598.1	2006.91	1668.96	564.52	632.3	554.78	2024.23	1022.78	421.1	655.24	438.44	343.89	551.19	653.72	615.72	458.75	573.64	2264.53	483.14	708.44	416.88	583.67	1299.95	1070.97	1712.64	923.65	1028.48	1035.25	530.85	432.08	636.8	439.38	985.97	1166.57	370.34	1236.79	491.36	346.2	467.61	923.72	698.04	583.18	532.82	418.43	568.81	983.13	874.44	536.01	778.76	557.13	757.01	612.77	450.53	678.39	500.05	771.07	363.13	443.69	686.33	360.44	539.86	378.96	752.18	515.2	1101.93	513.27	723.57	417.09	1055.13
5-Hydroxymethyluracil	7541.4	5513.32	9097.1	6555.75	6255.45	6684.31	5908.91	7328.49	7234.7	7166.68	5584.6	6710.09	6656.54	7333.66	6922.07	6523.57	6621.26	5843.7	5052.36	3891.17	9212.84	7531.98	6890.58	5703.91	5821.92	7874.94	8647.15	9444.68	7133.52	8597.24	7502.52	8297.18	8175.15	8323.27	7549.68	8843.64	8060.54	7842.23	9122.01	8476.41	8367.33	7631.05	7270.35	8445.01	9299.65	6642.06	7383.6	7757.61	8733.59	5740.96	8073.52	7057.59	9600.68	7990.91	7123.43	8373.04	8397.51	9099.29	7867.85	7725.28	8541.39	7554.41	8558.06	7937.16	9117.06	7848.41	7631.93	7228.96	8310.09
1-Hydroxylamino-2-phenylethane	1612.08	821.25	1492.44	1028.9	860.89	1612.39	1679.32	1973.74	2097.22	1468.92	1616.15	1856.14	1806.54	2057.52	1352.24	1885.84	2108.28	1977.58	1131.99	1562.2	2466.9	2536.7	542.08	1016.97	1973.27	1334.33	816.58	1385.97	1003.92	1026.03	1003.22	934.26	1959.99	1205.16	821.02	1223.56	1331.51	1070.45	949.46	1029.2	1240.62	1099.88	1359.01	1837.76	1392.99	1293.22	1430.47	2058.07	1080.96	1639.02	1002.2	1053.16	1343.77	1649.0	1415.09	1359.25	1440.7	1116.73	1472.46	1220.2	1255.92	1439.84	1580.51	1468.89	1160.21	2176.94	1706.04	1460.76	793.35
Ectoine	31191.22	31767.32	30287.05	26326.19	22754.19	28838.09	30892.56	27450.18	28365.37	27262.11	29545.6	30533.74	27945.79	30991.93	28333.73	37173.99	25830.02	27836.15	28182.86	27782.72	29931.58	28445.38	29258.25	30064.18	36479.18	33906.83	32892.8	32429.66	14533.5	23131.98	30924.71	27886.98	25257.69	37460.06	35977.82	32854.29	33249.25	28006.29	32379.56	9388.45	31968.81	26384.34	29912.77	31436.14	28177.99	25012.04	37346.2	26542.48	31511.66	26089.76	34547.71	28588.53	36710.15	39080.22	29215.41	27676.96	42845.18	27138.89	30751.59	11668.35	23622.66	30026.2	21453.75	25368.86	25956.41	34375.92	32240.28	30188.07	23560.11
3-Hydroxybutyric acid	5261.56	5749.14	2781.86	4557.85	6227.69	5736.49	3523.58	1952.22	5427.22	5182.3	5792.64	4908.71	4565.43	2623.62	3601.34	4203.53	5927.89	5765.13	5555.99	3862.46	3761.87	4474.64	4600.15	4368.99	4000.73	3441.25	3717.46	2279.26	3229.41	3586.37	2995.36	3056.78	3640.82	3949.23	3455.0	3655.47	3435.89	2561.04	3943.38	2098.05	2616.66	3020.19	3583.35	5297.81	2736.86	3846.42	2254.3	3207.76	2643.18	3983.31	1534.28	2746.55	3269.42	1646.51	3651.91	2459.85	3637.82	3222.96	2379.46	2229.9	2260.04	2818.61	2425.69	4007.63	2095.42	2857.44	2373.13	2411.71	2089.29
2-Amino-5-nitrobenzophenone	1009.18	384.75	276.18	692.63	162.04	260.45	365.37	449.01	1173.57	460.63	141.47	699.08	671.74	749.79	290.23	334.21	570.85	364.85	687.24	1004.89	929.15	450.88	502.52	366.93	753.09	172.57	337.25	686.82	584.26	590.75	402.83	464.04	265.68	536.79	584.49	310.8	277.59	663.55	370.4	559.99	520.55	619.02	276.8	775.7	711.56	566.06	181.25	479.23	332.06	534.59	499.4	529.57	759.45	615.76	253.28	192.7	478.25	601.01	748.52	596.8	545.68	404.87	627.24	315.62	502.34	476.65	716.47	168.23	261.84
Thymidine	283968.84	246950.88	204835.21	241009.62	300580.4	258070.18	219674.3	258226.78	204900.01	279697.45	248941.7	227686.37	301819.75	268965.99	260707.04	204408.13	239441.36	297198.02	233016.53	209574.99	254303.29	207412.49	198171.11	201502.21	207041.32	292709.9	286301.04	221047.38	286569.24	260823.12	273834.15	257198.98	270353.98	319121.16	265051.26	242538.01	290201.32	194079.59	161974.58	249692.31	234368.87	232812.15	228112.27	263475.32	219675.96	252597.93	309650.69	273731.82	351155.04	281519.28	278094.99	291326.04	210592.7	235530.57	299357.65	295374.08	216858.18	241908.34	236469.54	254088.02	283085.34	299596.16	276623.93	290574.44	227902.36	323814.8	274816.09	282700.84	268523.92
Betaine	1178.13	608.77	2020.08	1883.17	817.44	625.87	1057.75	878.54	888.87	2294.28	1113.75	1214.26	791.69	956.63	1184.92	1122.77	1002.1	1209.24	653.61	913.81	1829.03	1126.07	633.83	807.45	952.78	868.06	1381.99	1013.33	872.29	926.41	1092.25	972.53	977.63	713.99	1105.37	1124.54	1509.64	1087.74	1081.7	1147.11	1186.83	1098.2	960.99	1785.5	1085.88	844.58	761.29	761.04	792.98	1412.49	1500.54	781.03	713.65	954.93	1082.65	921.44	954.78	735.53	742.63	874.48	985.21	1264.11	1093.5	985.86	1280.15	880.93	1025.74	837.37	1247.07
Docosahexaenoic Acid Glycine	45377.38	51814.06	44347.87	49657.58	67298.56	50476.4	29728.75	20876.77	29016.2	34143.39	35733.51	26773.18	31398.82	20420.55	38951.46	25618.91	36906.14	27987.26	26546.9	23986.89	27620.67	35565.76	34016.45	20216.78	35150.37	38397.65	26750.76	33273.52	19645.79	1137.1	4548.86	2969.32	30073.28	31492.83	24488.15	26008.53	1201.54	2989.68	783.43	2378.24	1459.02	950.08	1099.4	34764.98	20732.26	14372.47	35177.26	22397.84	24591.67	31401.15	40955.06	22423.97	1917.61	1234.36	2104.63	36995.72	2196.5	856.48	2459.31	906.69	2535.6	3363.16	1017.73	15962.62	36501.56	20476.21	48911.09	52333.78	34161.81
5-Methoxy-L-Tryptophan	4701.47	9487.24	4627.03	5162.0	8517.45	1910.74	6824.75	5654.0	6199.43	4628.39	1822.73	3877.56	4913.85	3724.35	7321.76	5375.54	8814.04	6032.89	4556.05	958.57	1977.62	14950.18	5035.43	1683.16	11077.66	3896.46	1565.94	4160.18	2862.97	4847.14	7087.16	3722.27	7441.78	5521.98	5231.01	7323.0	3769.04	2583.92	1569.23	2656.62	4300.46	3626.7	1009.61	3653.98	4273.24	1299.66	2483.25	3089.11	2166.84	1385.12	1903.11	2252.19	2605.39	1051.71	4445.44	769.76	7179.62	2966.32	2074.89	4736.37	8468.26	4899.75	6767.36	988.89	793.75	4970.34	1154.48	3361.99	1598.45
Glu-Ile	2716.45	2002.14	764.02	3127.01	1975.73	880.34	16026.83	2671.33	8173.17	2171.81	3922.89	3295.99	1891.55	1102.87	3649.96	1288.86	2716.66	5488.66	1874.63	473.23	3309.73	2124.22	13617.57	1380.06	1289.84	4643.09	3741.64	2084.66	3330.75	1766.72	2282.91	1099.04	1654.57	1173.71	2196.59	5372.7	2525.93	561.75	1962.99	3766.21	2440.68	1155.08	3622.1	33468.2	2436.04	4731.32	461.58	1132.77	546.13	781.9	3083.09	1347.55	2348.44	4610.03	2441.78	2760.57	1506.39	6337.72	2588.62	1830.96	3788.16	4023.2	7822.15	1088.34	2903.84	963.85	4033.06	5643.51	2937.2
Estriol	17109.68	1270.47	16520.67	16245.92	15813.66	11200.11	3502.41	9058.15	21790.77	6108.98	12605.5	7845.47	7031.6	7204.05	34960.66	5431.44	4913.28	24890.26	7258.01	3882.26	2760.49	11441.59	7978.0	3915.34	3738.83	22162.38	33352.58	13100.92	12154.95	10973.3	19685.81	8885.35	7208.44	10427.31	26306.08	29464.12	24817.6	14551.29	11106.42	42149.41	42931.8	34613.25	10283.54	39383.71	25941.85	16810.58	11755.44	7031.03	10857.07	5900.21	17682.41	11349.18	8618.07	24680.66	18114.05	15495.47	17490.51	56074.2	19087.19	22483.02	12784.09	21205.0	11624.94	20077.19	7770.79	11266.21	11233.43	18398.66	24685.77
3-Phenylphenol	6710.5	3873.86	3673.4	4051.66	2020.25	2506.9	1753.14	6245.24	2799.82	3353.62	1886.48	2013.78	2471.42	4314.69	2979.87	2761.27	2473.01	3244.58	2260.49	4293.85	3128.64	3920.31	832.08	1397.42	4902.18	1822.13	2914.65	2171.41	4475.56	3094.1	2693.74	2846.8	2141.68	2289.74	2693.73	2257.14	1185.0	4031.51	2175.35	1982.31	2174.44	2404.26	1637.4	3134.83	2288.49	3007.56	3449.5	4022.59	3499.99	5584.74	2898.92	2645.09	3382.62	2091.4	1927.7	3303.18	3922.21	2505.38	3578.88	1696.64	2304.49	1998.19	3102.23	4953.49	2068.31	3642.71	5297.74	1982.05	3601.76
Homogentisic acid	1682.79	1601.15	2704.45	2130.37	1886.93	1723.89	1618.16	2094.71	2643.83	3475.16	1731.57	3432.61	1785.95	1614.93	1425.19	1483.0	1435.81	1632.22	950.63	2120.27	2086.4	1637.5	1495.79	1775.49	1783.83	1922.52	1754.95	3957.36	1734.44	1994.02	2114.8	2358.65	2165.33	2025.39	1955.85	2314.85	2894.37	1779.95	2102.14	1943.1	2029.24	2069.33	1783.3	2392.04	1829.24	1865.34	2257.76	1927.74	2136.01	1842.96	1805.8	2492.54	1536.73	2205.53	2649.67	1512.91	1957.79	3229.57	1981.51	2070.96	2063.84	3232.44	1871.94	1812.77	1836.87	1994.12	1591.49	2697.46	1335.67
Triacetin	4634.2	2744.78	3363.74	3569.43	2012.53	2314.62	2235.37	4194.26	4558.5	3377.91	2305.05	3219.2	3796.27	4049.49	2455.29	2939.91	3228.25	3316.21	1938.05	4051.46	4303.27	4784.06	2442.41	2541.68	3760.34	1464.88	2237.14	3263.23	2937.38	3617.84	2282.47	2572.01	1865.81	3490.27	2449.26	2559.87	2233.65	3392.85	2607.86	2646.72	2424.67	2686.63	1953.25	3800.25	3394.75	3217.04	2098.68	2340.05	2736.75	3985.59	3837.77	1775.96	3364.95	3238.04	2775.1	3055.39	4033.05	2828.65	3610.12	2438.52	2543.63	2295.38	3202.29	3503.86	2327.7	3048.27	3785.93	2195.85	2346.03
4,4'-Oxydianiline	6.37	35.33	79.0	5.87	6.37	6.37	6.37	6.37	6.33	35.84	6.37	6.37	6.37	35.23	6.37	6.37	53.47	6.54	6.37	41.24	6.37	45.18	6.37	6.37	43.69	6.37	6.37	6.37	6.13	32.55	6.37	6.37	41.74	47.9	6.36	6.37	6.37	6.37	6.37	6.36	6.37	6.12	6.37	6.37	6.37	6.36	6.37	127.66	72.98	48.13	6.14	51.43	6.37	6.37	6.37	6.37	36.03	6.37	6.37	6.37	6.37	32.86	6.33	32.37	6.59	6.0	6.37	241.44	6.34
2,6-Dimethylpyridine	534.9	1022.21	992.4	1062.53	1605.25	561.34	1058.33	890.54	795.2	933.23	1001.08	1049.04	662.01	870.99	757.77	553.45	648.19	960.83	612.85	756.78	778.38	1287.55	960.7	1632.56	722.36	626.61	989.99	803.95	1092.37	746.01	2028.1	821.75	632.64	2050.12	935.84	980.14	588.04	489.42	889.22	767.48	1051.87	1226.24	1386.85	1025.36	1376.98	591.67	1532.64	556.79	1248.03	674.98	1256.81	651.18	1422.4	1183.7	875.2	932.67	734.67	1054.99	1774.16	1765.96	530.9	1035.35	1232.96	722.84	1173.15	687.79	727.83	1036.75	1094.75
1-(2-Amino-3-phenylpropanoyl)-4-hydroxypyrrolidine-2-carboxylic acid	1818.56	4707.93	3965.63	3402.81	7649.75	5229.96	5933.5	1108.7	3322.38	3839.35	2259.96	3076.86	5872.42	1674.33	4830.72	4415.32	5245.5	2578.42	8424.79	13746.4	2898.11	4616.16	6358.24	1727.5	5229.51	1844.83	7616.76	3215.92	2788.21	3777.95	3033.53	2793.11	2071.03	1813.99	4805.31	3680.4	1340.42	2649.05	1763.19	2153.47	2695.63	1731.27	1004.55	3396.97	968.74	2274.87	1682.2	1420.44	1268.99	1770.96	1080.82	839.89	1151.56	1927.43	1950.48	4246.49	1221.41	1755.25	2636.91	953.78	2226.08	3377.23	3401.32	1542.0	1766.64	831.46	778.56	1760.71	4933.81
2-Isopropylmalic acid	3085.01	5040.59	7997.34	2555.0	3606.79	111741.96	4506.63	2319.65	8257.51	4140.73	6333.24	1893.83	3306.4	6044.5	3538.06	7939.47	1697.3	5012.19	5227.15	4048.28	4006.16	5886.24	90070.12	106472.26	2850.89	11142.85	4271.62	6088.26	3209.77	1566.89	3500.09	4179.39	5615.77	5328.6	1119.38	6669.85	3840.71	3499.89	1452.4	2608.02	10334.7	9171.28	1116.68	6024.37	6772.38	7063.87	5022.34	1894.13	4514.64	119570.66	6177.94	5876.75	2179.29	6492.86	6799.75	7293.69	3269.79	4168.57	1872.79	3621.82	3592.06	5578.14	3369.71	2131.23	3210.82	2281.57	3687.98	2453.2	7335.74
Xylobiose	13213.6	20677.34	26332.66	10807.3	14356.6	8495.59	20144.65	9919.85	35453.2	17876.92	23807.15	9197.4	14590.43	26578.18	14876.57	32120.43	4487.19	25124.45	18338.65	13869.74	18314.71	22112.57	3301.87	5895.16	11410.93	34667.84	17051.95	20117.85	11943.99	3334.7	12676.87	13074.4	21119.53	19529.56	4474.14	22523.38	13079.34	9400.18	7077.27	9953.42	36245.83	36317.69	5581.32	20984.71	25489.87	28270.32	17798.97	9295.75	15554.75	1869.22	22920.71	22455.92	10903.74	23559.78	23476.9	32061.27	10112.25	18626.83	1633.1	13809.49	14562.59	19564.89	11793.74	11084.38	11444.1	9924.74	16900.35	8179.34	26926.69
L-Kynurenine	6640.76	2396.48	2516.61	12109.34	5565.7	5506.87	13789.52	1282.32	93533.41	3950.5	6684.17	5108.26	17151.88	2125.69	4836.52	7044.42	6447.59	9286.61	5717.11	1445.61	8432.74	5486.07	5688.23	3756.69	5509.53	6911.82	1006.77	2521.46	3551.41	13903.13	7323.42	1672.88	2835.14	4540.74	4582.61	4137.22	13924.66	4503.1	1523.44	669.36	7970.8	2788.19	3883.5	20182.98	5515.42	13669.23	1722.96	2781.92	685.17	586.44	734.86	1026.97	624.51	5911.46	1657.69	4612.6	5683.3	725.58	730.34	1397.37	597.94	987.63	931.79	1142.71	2051.33	4136.39	1364.3	3277.79	9789.05
Glycoursodeoxycholic acid	34869.85	31565.86	36968.73	20229.36	38627.17	19524.71	17466.96	12165.45	20302.93	15724.44	19993.01	14187.04	15178.12	11870.28	22198.97	16495.33	10790.58	17462.4	11134.06	13323.49	15726.0	21774.06	16391.03	15156.28	13339.66	16485.56	10998.82	14362.2	3101.11	47642.28	75543.0	48718.42	12667.2	13767.25	10230.07	11956.59	43734.04	44211.47	63773.56	42741.8	54547.32	51384.74	40466.29	14522.16	10218.46	6505.82	11621.76	12490.94	9636.36	16039.93	11032.01	9904.79	2801.65	1124.91	2054.54	16712.76	5795.89	2848.54	7602.61	4518.0	7355.49	5824.63	7737.79	8348.63	16981.65	10807.88	22147.09	18664.4	13629.05
Gallacetophenone	4153.21	4319.25	4374.95	6514.29	4115.66	5114.71	4083.65	4294.58	1898.97	4592.4	3616.98	3302.92	2111.35	3157.25	2456.2	3159.65	2660.82	7304.42	3669.53	3340.75	3102.62	2751.58	5563.67	4637.64	5306.14	5489.05	5744.05	3844.34	6153.29	2582.36	4598.91	2117.8	3123.69	4002.96	2512.15	1725.51	2654.8	3140.18	1641.74	2753.12	3378.73	4438.71	2320.74	5310.46	3365.2	5665.05	3139.24	3395.04	2611.44	6335.32	3073.02	2700.25	3286.48	3122.64	2887.15	2911.42	3179.95	1355.36	1949.49	5319.72	4094.85	6424.25	6585.4	3189.5	6459.36	3016.99	7217.27	2979.55	5455.89
4,4'-Methylenebis(2-methylaniline)	27253.0	22089.6	32267.7	24060.23	19243.95	25129.08	32045.05	24273.14	27071.49	25271.33	22344.88	23265.87	26049.5	29432.15	29899.63	27853.26	28697.2	26118.94	28123.13	27771.61	35572.15	28008.21	25953.98	26295.03	30189.54	34958.22	26792.26	31626.31	31331.79	34817.92	34042.54	25482.28	33814.06	31418.25	29744.01	36541.81	33639.74	27890.29	40962.75	30459.73	29305.36	34017.11	29088.96	37115.17	36494.05	44496.69	27714.62	31200.16	32061.88	28284.8	29466.6	37145.28	33602.59	26795.23	33035.59	31245.18	30096.91	19475.14	20522.35	26776.7	25291.25	34322.59	29768.2	46713.94	52911.7	27359.91	29255.3	39664.02	34928.68
Ile-Glu	1655.74	2809.07	1290.4	983.2	993.01	2562.84	1786.27	1818.82	1379.31	1638.4	2854.73	1710.1	1864.79	682.05	1549.0	1242.23	1439.67	1464.63	1826.85	930.63	1465.84	1288.53	1765.43	1363.94	1413.14	2227.36	944.93	1393.68	2730.94	1106.21	1463.46	2353.42	984.0	1513.51	1501.41	711.63	2086.2	2083.13	1846.91	1746.46	704.07	2252.81	2643.19	2057.94	912.3	1746.12	1220.68	2233.59	1705.13	2075.25	2853.49	1392.88	1789.86	2499.73	1257.82	2415.31	2241.73	2482.54	2409.27	1661.08	1199.47	2077.19	736.56	2266.11	1573.46	1379.06	2419.02	2295.69	2312.1
Chrysoeriol	5141.39	1378.31	1385.67	3874.11	933.52	3841.76	8296.54	796.22	2568.95	6387.39	1931.78	2073.79	2930.78	1732.8	4061.66	5331.02	2454.21	4030.26	1096.06	6390.14	560.68	3956.3	1351.88	1766.06	4172.57	1064.4	3862.69	1251.27	1640.21	8822.67	2461.5	4477.06	4608.49	3844.7	3793.32	2623.17	1874.03	1612.61	2448.02	2339.83	2949.52	1751.34	3261.73	4082.81	2950.86	5432.42	2469.22	1226.84	1051.25	2298.88	3158.12	10216.31	4054.41	2801.89	3338.96	1649.88	4086.1	994.13	2339.54	1576.76	5163.54	3983.5	2694.27	3661.18	1060.6	1090.32	2805.67	1593.31	1741.75
7alpha,12alpha-Dihydroxycholest-4-en-3-one	6917.28	16585.9	14567.18	32288.21	3841.76	15629.11	1980.66	28230.11	14623.01	3211.37	748.57	7841.76	19759.17	24566.79	7177.86	5143.55	7046.69	9674.72	8471.07	11211.23	16546.66	27522.86	17895.27	3823.2	37414.86	5856.26	10206.14	7827.04	8450.14	12169.38	7058.73	29946.71	3566.6	11074.42	8168.08	8373.26	11325.71	4770.79	5441.37	22682.7	5255.12	19191.87	13288.4	4164.6	2697.45	2255.61	12151.73	6801.58	6002.76	13716.06	15000.49	10297.98	18629.84	11210.9	4242.95	4517.67	11560.42	6308.96	7202.0	3709.67	21811.07	8087.6	7969.94	10011.52	1490.21	4149.23	24770.34	10844.35	6179.48
Hyodeoxycholic acid	1092.93	1270.79	1416.81	1284.84	787.9	734.4	1701.84	1298.15	1363.91	1776.91	1541.37	1935.51	853.77	1277.55	2463.73	720.76	1033.78	930.89	943.9	1294.92	1231.19	1441.18	1381.96	1315.66	1244.18	1625.66	1755.45	1165.32	1542.83	1120.39	1496.52	1557.69	1305.73	1417.05	1663.93	1884.13	1645.14	1941.88	1086.68	1659.04	878.37	620.93	1459.88	3831.18	3960.65	2673.58	990.3	1252.49	710.69	690.21	1195.95	1621.75	2128.55	3063.73	905.88	897.47	736.28	2346.91	840.35	668.24	2751.59	1470.02	2681.44	2680.01	1625.71	717.3	636.23	2579.58	1230.84
2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	68260.59	115215.9	165194.06	101944.43	116586.51	115196.17	51390.67	47651.83	86077.76	110482.95	83968.97	65358.16	77709.72	39546.44	117311.7	61869.16	115080.31	129989.06	98768.97	59094.02	109877.24	91236.52	122356.68	63518.39	74467.48	61464.85	83658.26	99124.39	91341.73	61310.25	88018.73	50883.06	83352.68	59758.67	55516.29	55468.57	56170.94	60106.94	153453.78	41252.17	40690.6	47340.08	51582.68	76595.22	55459.86	93210.86	73096.93	56102.11	90663.14	72391.49	71818.56	80244.86	58779.72	44555.63	64168.88	45040.27	40029.39	53117.42	54833.36	62227.22	52123.14	47318.89	31433.48	65127.42	155883.42	66849.18	50312.19	58235.95	107582.46
Arvanil	1546.2	1550.49	2887.29	6324.45	3523.28	7283.29	4152.2	1816.05	2222.04	5752.99	3678.33	3920.19	5593.94	2149.66	6462.01	4364.74	2403.25	3575.62	4325.58	3288.71	1200.6	5338.74	4282.62	2795.73	6145.52	1545.97	844.77	915.31	808.14	858.09	671.16	84905.48	849.89	1326.99	658.28	911.45	808.21	816.02	1234.0	1204.69	1179.44	79253.07	76617.64	840.02	1291.54	1183.4	709.71	1073.74	1541.99	1634.57	798.83	1589.87	83752.81	1037.82	930.95	899.75	86290.6	742.53	832.19	759.72	694.06	1389.13	989.36	688.45	678.52	1820.53	988.47	898.89	1784.51
Hydrocinnamic acid	289.66	334.14	260.28	334.06	184.13	193.7	499.88	181.26	528.27	362.05	380.52	398.78	212.55	389.76	278.97	154.17	241.73	228.55	275.05	222.5	246.62	249.24	236.89	331.7	333.09	458.27	727.05	561.04	428.73	386.17	470.38	235.98	815.73	432.82	180.91	717.97	365.32	328.87	709.48	422.38	309.42	303.6	180.32	494.4	414.88	460.26	254.51	637.91	578.57	353.53	335.81	1176.48	234.71	228.4	352.7	862.85	341.66	480.61	282.81	17427.17	339.44	353.33	283.75	418.64	645.67	908.09	434.02	709.66	960.08
Pantethine	17498.64	8898.63	10254.08	8085.71	18462.57	11448.45	14937.95	8591.45	14396.53	15933.93	61943.25	1848.23	16758.11	11654.09	16798.61	13256.47	15374.58	3750.18	21015.15	10486.9	22908.98	9552.6	4151.93	12785.38	8330.87	18104.59	9314.45	7932.48	3830.42	8706.04	7071.79	10294.78	13144.87	8372.71	6268.38	18444.82	13739.77	10000.93	8032.52	2408.01	6594.92	10261.11	2726.3	75795.41	17180.31	4796.82	9203.78	7341.18	6471.56	10742.53	5266.16	8230.37	2551.54	2754.89	3039.04	12674.53	875.92	2299.7	3992.18	1135.81	3124.86	10150.83	3659.49	6725.96	3957.32	7848.96	8911.01	24223.32	7375.29
3,4,5-Trimethoxycinnamic acid	54413.98	17718.61	32844.32	17859.71	7125.05	24379.62	20556.84	27216.95	36079.95	55282.34	40803.32	43096.75	30247.78	19502.13	42563.51	34485.73	28595.79	52552.61	20819.31	28958.61	38480.86	36205.07	32670.24	33714.13	56800.92	12024.59	43604.75	39834.86	37376.28	25920.66	46412.92	32321.95	45636.39	54820.41	48170.71	49924.45	32812.7	40370.34	42544.78	48238.29	46509.03	27031.88	49468.69	64152.3	44595.55	37807.49	30393.03	28159.27	26596.44	17949.96	35700.81	54421.74	41965.2	57835.96	46704.71	20221.84	28103.81	31495.58	32346.59	34909.86	40676.69	38905.53	40045.46	38333.23	41227.82	24882.13	24160.22	15812.43	41895.74
D-Homocysteine	19063.67	15522.41	1739.03	13938.68	14555.31	14794.98	15812.02	12540.76	18068.46	11514.95	13039.13	13016.86	11654.41	14089.78	13898.0	15995.84	16902.49	15462.28	16723.65	10939.56	9853.81	13142.27	19151.75	16913.81	31637.74	13831.53	14346.69	9672.95	11040.46	13460.15	13886.22	15656.86	13886.75	15624.69	14798.65	17655.95	13263.72	11028.51	1409.17	12976.2	20467.42	17448.55	14442.82	14543.28	15213.6	10560.32	14918.64	13788.49	11939.15	10943.21	17731.7	22145.06	19836.62	19952.07	15859.87	19155.24	21451.92	16410.46	18905.13	11875.87	22158.92	21362.87	15755.92	13009.06	2730.36	11598.84	13385.1	20606.9	16474.14
cis-ACCP	50646.26	77968.96	126217.43	41666.34	49684.39	7435.72	78550.04	39412.07	147421.07	73454.7	107414.45	42218.02	60268.99	96997.37	59138.11	129593.9	12346.75	113827.23	79343.98	60469.45	71419.76	98519.35	13710.66	6158.33	43700.64	168779.73	67334.13	82202.14	48731.77	19125.11	44760.07	57606.09	80582.03	81664.07	10123.7	94479.79	59706.42	39690.52	31872.58	44452.99	149763.99	145573.92	26143.45	92497.23	111850.87	112240.13	75643.82	45747.89	66388.85	13484.77	84482.73	92544.41	37342.85	91474.85	84976.0	135664.78	45881.2	69445.58	22972.43	58106.49	58309.0	78584.13	44769.54	48822.05	62996.3	47472.53	59283.45	35145.21	114322.86
D-glucosamine 6-phosphate	13553.77	12581.26	8902.16	11305.09	12137.45	12683.88	11909.19	15144.73	17484.05	13482.24	13955.71	12896.93	12650.27	13374.9	10498.17	11840.52	10951.87	11994.71	9949.76	10141.13	9470.17	10722.61	13149.71	12722.32	11489.62	19208.09	24702.02	12593.52	11126.06	16478.16	11172.24	16800.18	12958.29	14485.59	15030.95	20446.93	11206.73	15631.15	8035.83	16677.17	19744.86	17738.31	13251.55	22661.64	21865.23	23619.44	16607.6	12908.41	15026.94	14786.54	15588.9	16123.21	17746.73	18335.96	10311.71	21466.04	13674.4	12493.12	15819.71	15222.17	19465.29	18972.27	18871.83	11896.9	6882.5	10762.26	12427.24	13229.19	18196.75
Methyl benzoate	439.16	793.06	496.27	2290.74	536.13	1826.46	680.23	1129.97	1155.46	975.92	2059.64	2336.7	1553.16	1297.16	1006.68	1897.4	899.6	1750.28	3639.27	1941.27	1305.41	1912.95	703.94	1562.72	429.02	885.9	711.43	635.42	1224.58	822.59	1016.8	1053.99	996.66	485.75	1061.01	1007.46	1021.19	1025.55	1076.15	1105.84	1147.39	1347.96	2256.48	1499.0	832.74	1106.54	807.42	1028.61	993.49	944.8	1226.56	1308.17	1545.18	1119.07	1701.27	1360.74	1539.1	1138.47	1851.2	1844.9	1666.82	1215.25	479.49	1279.09	1195.7	1426.91	854.64	471.67	1607.98
2-Hydroxymyristic acid	2313.1	2726.5	3078.93	10036.68	8718.56	7082.95	6628.71	6303.86	13824.84	4142.56	10435.75	6196.33	2512.1	1784.87	8257.28	2195.25	4697.65	4385.53	4238.83	4065.3	4123.44	2852.83	5123.56	1677.9	7860.75	2659.26	6728.87	20630.38	2501.6	17862.27	6725.58	2692.29	2709.42	5415.84	2592.64	3258.48	1022.67	5480.73	4379.23	4355.26	2950.44	1742.3	6458.47	2294.97	3803.7	2027.8	3466.71	1862.94	2675.84	2313.14	2556.12	3151.2	1961.18	6860.35	2899.87	3189.04	1835.7	3256.41	10378.68	5600.94	5376.1	3383.38	993.19	1538.87	9587.2	2441.77	2180.56	8906.53	8101.18
